model,encoding,dataset,all_benchmarks_valid,experiment_json,scope,category,metric,seeds,n,mean,sample_std,min,max,hardware_json
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",scientific,4-Vertex_Condition,distinguished,"[0, 1, 2, 3, 4]",5,0,0.0,0,0,
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",scientific,4-Vertex_Condition,distinction_rate,"[0, 1, 2, 3, 4]",5,0.0,0.0,0.0,0.0,
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",scientific,4-Vertex_Condition,candidate_distinguished,"[0, 1, 2, 3, 4]",5,0,0.0,0,0,
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",scientific,4-Vertex_Condition,reliability_failures,"[0, 1, 2, 3, 4]",5,0,0.0,0,0,
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",scientific,Distance_Regular,pairs,"[0, 1, 2, 3, 4]",5,20,0.0,20,20,
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",scientific,Distance_Regular,distinguished,"[0, 1, 2, 3, 4]",5,0,0.0,0,0,
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",scientific,Distance_Regular,distinction_rate,"[0, 1, 2, 3, 4]",5,0.0,0.0,0.0,0.0,
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",scientific,Distance_Regular,candidate_distinguished,"[0, 1, 2, 3, 4]",5,0,0.0,0,0,
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",scientific,Distance_Regular,reliability_failures,"[0, 1, 2, 3, 4]",5,0,0.0,0,0,
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",resources,Overall,preprocessing_time_sec,"[0, 1, 2, 3, 4]",5,52.521060940402094,8.947203387819137,47.65393090050202,68.45852310018381,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}"
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",resources,Overall,training_time_sec,"[0, 1, 2, 3, 4]",5,5835.697979719809,4589.143126481598,2075.3677631003084,11845.008793900255,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}"
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",resources,Overall,inference_time_sec,"[0, 1, 2, 3, 4]",5,18.029698320070747,1.6780342273662616,16.84719079954084,20.91480470035458,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}"
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",resources,Overall,evaluation_time_sec,"[0, 1, 2, 3, 4]",5,5906.677324260003,4584.900382586518,2142.0798412000295,11910.213535499992,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}"
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",resources,Overall,process_memory_mb,"[0, 1, 2, 3, 4]",5,530.9671875,28.24619403958997,490.80859375,554.26171875,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}"
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",resources,Overall,peak_gpu_memory_mb,"[0, 1, 2, 3, 4]",0,,,,,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}"
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",resources,Overall,num_parameters,"[0, 1, 2, 3, 4]",5,117908,0.0,117908,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}"
