model,encoding,dataset,all_benchmarks_valid,experiment_json,seed,run_id,benchmark_valid,category,pairs,distinguished,distinction_rate,candidate_distinguished,reliability_failures,preprocessing_time_sec,training_time_sec,inference_time_sec,evaluation_time_sec,process_memory_mb,peak_gpu_memory_mb,num_parameters,hardware_json,git_commit,timestamp
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",2,brec_gin_none_seed2,True,4-Vertex_Condition,20,0,0.0,0,0,47.98068210022757,11845.008793900255,16.84719079954084,11910.213535499992,554.26171875,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T00:42:26.554586+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",2,brec_gin_none_seed2,True,Distance_Regular,20,0,0.0,0,0,47.98068210022757,11845.008793900255,16.84719079954084,11910.213535499992,554.26171875,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T00:42:26.554586+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",3,brec_gin_none_seed3,True,Overall,400,0,0.0,0,0,49.79597040073713,2196.788620099891,17.912106100295205,2264.912501199986,511.5703125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:20:21.316224+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",3,brec_gin_none_seed3,True,Basic,60,0,0.0,0,0,49.79597040073713,2196.788620099891,17.912106100295205,2264.912501199986,511.5703125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:20:21.316224+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",3,brec_gin_none_seed3,True,Regular,100,0,0.0,0,0,49.79597040073713,2196.788620099891,17.912106100295205,2264.912501199986,511.5703125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:20:21.316224+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",3,brec_gin_none_seed3,True,Extension,100,0,0.0,0,0,49.79597040073713,2196.788620099891,17.912106100295205,2264.912501199986,511.5703125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:20:21.316224+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",3,brec_gin_none_seed3,True,CFI,100,0,0.0,0,0,49.79597040073713,2196.788620099891,17.912106100295205,2264.912501199986,511.5703125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:20:21.316224+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",3,brec_gin_none_seed3,True,4-Vertex_Condition,20,0,0.0,0,0,49.79597040073713,2196.788620099891,17.912106100295205,2264.912501199986,511.5703125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:20:21.316224+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",3,brec_gin_none_seed3,True,Distance_Regular,20,0,0.0,0,0,49.79597040073713,2196.788620099891,17.912106100295205,2264.912501199986,511.5703125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:20:21.316224+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",4,brec_gin_none_seed4,True,Overall,400,0,0.0,0,0,48.71619820035994,2075.3677631003084,17.605353699997067,2142.0798412000295,548.0078125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:56:11.802135+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",4,brec_gin_none_seed4,True,Basic,60,0,0.0,0,0,48.71619820035994,2075.3677631003084,17.605353699997067,2142.0798412000295,548.0078125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:56:11.802135+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",4,brec_gin_none_seed4,True,Regular,100,0,0.0,0,0,48.71619820035994,2075.3677631003084,17.605353699997067,2142.0798412000295,548.0078125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:56:11.802135+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",4,brec_gin_none_seed4,True,Extension,100,0,0.0,0,0,48.71619820035994,2075.3677631003084,17.605353699997067,2142.0798412000295,548.0078125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:56:11.802135+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",4,brec_gin_none_seed4,True,CFI,100,0,0.0,0,0,48.71619820035994,2075.3677631003084,17.605353699997067,2142.0798412000295,548.0078125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:56:11.802135+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",4,brec_gin_none_seed4,True,4-Vertex_Condition,20,0,0.0,0,0,48.71619820035994,2075.3677631003084,17.605353699997067,2142.0798412000295,548.0078125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:56:11.802135+00:00
gin,none,BREC,True,"{""encoding"": {""name"": ""none""}, ""model"": {""activation"": ""relu"", ""dropout"": 0.1, ""hidden_dim"": 128, ""name"": ""gin"", ""num_layers"": 4, ""pooling"": ""sum"", ""train_eps"": true}, ""num_parameters"": 117908, ""protocol"": {""atol"": 1e-06, ""covariance_regularization"": null, ""loss_margin"": 0.0, ""loss_threshold"": 0.2, ""output_dim"": 16, ""reference"": ""https://github.com/GraphPKU/BREC/blob/d09e8c349a8bbc0882d2932f7b37b2726f576ce9/base/test_BREC.py"", ""relabelings"": 32, ""rtol"": 1e-05, ""sample_count_multiplier"": false, ""statistic_device"": ""cpu"", ""statistic_dtype"": ""float32"", ""threshold"": 72.34}, ""source_sha256"": ""6975d172d27aedcdf4eb2c747450ede7928c111caeb2689fbc67e6b62fbd5562"", ""task"": {""batch_size"": 32, ""dataset"": ""BREC"", ""name"": ""brec"", ""num_workers"": 0}, ""training"": {""epochs"": 100, ""learning_rate"": 0.001, ""weight_decay"": 1e-05}}",4,brec_gin_none_seed4,True,Distance_Regular,20,0,0.0,0,0,48.71619820035994,2075.3677631003084,17.605353699997067,2142.0798412000295,548.0078125,,117908,"{""accelerator"": null, ""device"": ""cpu"", ""os"": ""Windows-10-10.0.26200-SP0"", ""python_version"": ""3.11.16"", ""torch_geometric_version"": ""2.8.0.post1"", ""torch_num_threads"": 1, ""torch_version"": ""2.14.0+cpu""}",4a2eb02,2026-09-08T01:56:11.802135+00:00
